,end_time,lecture,lecture_name,lecture_no,sentence,start_time,sub_lecture,tokenized_sentence
5005,00:09:33,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,want to find out something relevant in the news.,00:09:32,6,want find something relevant news
5006,00:09:36,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Well, which one is better?",00:09:34,6,Well one better
5007,00:09:37,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,What do you think?,00:09:36,6,What think
5008,00:09:41,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"In this case, clearly, system B is better,",00:09:38,6,In case clearly system B better
5009,00:09:44,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,because the user is unlikely examining a lot of results.,00:09:41,6,user unlikely examining lot results
5010,00:09:46,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,The user doesn't care about high recall.,00:09:44,6,The user care high recall
5011,00:09:50,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"On the other hand, if you think about a case,",00:09:47,6,On hand think case
5012,00:09:54,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"where a user is doing you are, starting a problem.",00:09:50,6,user starting problem
5013,00:10:00,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"You want to find, whether your idea ha, has been started before.",00:09:54,6,You want find whether idea ha started
5014,00:10:03,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"In that case, you emphasize high recall.",00:10:00,6,In case emphasize high recall
5015,00:10:06,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"So, you want to see, as many relevant documents as possible.",00:10:03,6,So want see many relevant documents possible
5016,00:10:09,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Therefore, you might, favor, system A.",00:10:06,6,Therefore might favor system A
5017,00:10:12,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"So, that means, which one is better?",00:10:09,6,So means one better
5018,00:10:18,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"That actually depends on users, and more precisely, users task.",00:10:12,6,That actually depends users precisely users task
5019,00:10:24,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"So, this means, you may not necessarily be able to come up with one number,",00:10:19,6,So means may necessarily able come one number
5020,00:10:28,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,that would accurately depict the performance.,00:10:25,6,would accurately depict performance
5021,00:10:31,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,You have to look at the overall picture.,00:10:29,6,You look overall picture
5022,00:10:35,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Yet, as I said, when you have a practical decision to make,",00:10:31,6,Yet I said practical decision make
5023,00:10:38,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"whether you replace ours with another,",00:10:35,6,whether replace another
5024,00:10:44,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"then you may have to actually come up with a single number, to quantify each, method.",00:10:38,6,may actually come single number quantify method
5025,00:10:49,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Or, when we compare many different methods in research, ideally, we have",00:10:44,6,Or compare many different methods research ideally
5026,00:10:54,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"one number to compare, them with, so, that we can easily make a lot of comparisons.",00:10:49,6,one number compare easily make lot comparisons
5027,00:11:00,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"So, for all these reasons, it is desirable to have one, single number to match it up.",00:10:54,6,So reasons desirable one single number match
5028,00:11:01,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"So, how do we do that?",00:11:00,6,So
5029,00:11:05,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And, that, needs a number to summarize the range.",00:11:01,6,And needs number summarize range
5030,00:11:09,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"So, here again it's the precision-recall curve, right?",00:11:05,6,So precision recall curve right
5031,00:11:13,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And, one way to summarize this whole ranked, list, for",00:11:09,6,And one way summarize whole ranked list
5032,00:11:18,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"this whole curve, is look at the area underneath the curve.",00:11:13,6,whole curve look area underneath curve
5033,00:11:21,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Right? So, this is one way to measure that.",00:11:19,6,Right So one way measure
5034,00:11:25,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"There are other ways to measure that, but, it just turns out that,,",00:11:21,6,There ways measure turns
5035,00:11:31,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"this particular way of matching it has been very, popular, and",00:11:26,6,particular way matching popular
5036,00:11:36,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"has been used, since a long time ago for text And, this is,",00:11:31,6,used since long time ago text And
5037,00:11:41,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"basically, in this way, and it's called the average precision.",00:11:36,6,basically way called average precision
5038,00:11:46,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Basically, we're going to take a, a look at the, every different, recall point.",00:11:41,6,Basically going take look every different recall point
5039,00:11:49,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And then, look out for the precision.",00:11:47,6,And look precision
5040,00:11:51,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"So, we know, you know, this is one precision.",00:11:49,6,So know know one precision
5041,00:11:56,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And, this is another, with, different recall.",00:11:51,6,And another different recall
5042,00:11:59,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Now, this, we don't count to this one,",00:11:56,6,Now count one
5043,00:12:04,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"because the recall level is the same, and we're going to, look at the,",00:11:59,6,recall level going look
5044,00:12:10,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"this number, and that's precision at a different recall level et cetera.",00:12:04,6,number precision different recall level et cetera
5045,00:12:13,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"So, we have all these, you know, added up.",00:12:10,6,So know added
5046,00:12:16,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"These are the precisions at the different points,",00:12:13,6,These precisions different points
5047,00:12:21,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"corresponding to retrieving the first relevant document, the second, and",00:12:16,6,corresponding retrieving first relevant document second
5048,00:12:25,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"then, the third, that follows, et cetera.",00:12:21,6,third follows et cetera
5049,00:12:29,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Now, we missed the many relevant documents, so, in all of those cases,",00:12:25,6,Now missed many relevant documents cases
5050,00:12:32,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"we just, assume, that they have zero precisions.",00:12:29,6,assume zero precisions
5051,00:12:35,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And then, finally, we take the average.",00:12:33,6,And finally take average
5052,00:12:37,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"So, we divide it by ten, and",00:12:35,6,So divide ten
5053,00:12:40,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,which is the total number of relevant documents in the collection.,00:12:37,6,total number relevant documents collection
5054,00:12:46,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Note that here, we're not dividing this sum by four.",00:12:41,6,Note dividing sum four
5055,00:12:49,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,Which is a number retrieved relevant documents.,00:12:46,6,Which number retrieved relevant documents
5056,00:12:52,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Now, imagine, if I divide by four, what would happen?",00:12:49,6,Now imagine I divide four would happen
5057,00:12:55,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Now, think about this, for a moment.",00:12:54,6,Now think moment
5058,00:13:01,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"It's a common mistake that people, sometimes, overlook.",00:12:57,6,It common mistake people sometimes overlook
5059,00:13:08,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Right, so, if we, we divide this by four, it's actually not very good.",00:13:02,6,Right divide four actually good
5060,00:13:13,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"In fact, that you are favoring a system, that would retrieve very few random",00:13:08,6,In fact favoring system would retrieve random
5061,00:13:18,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"documents, as in that case, the denominator would be very small.",00:13:13,6,documents case denominator would small
5062,00:13:22,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"So, this would be, not a good matching.",00:13:18,6,So would good matching
5063,00:13:25,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"So, note that this denomina, denominator is ten,",00:13:22,6,So note denomina denominator ten
5064,00:13:29,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,the total number of relevant documents.,00:13:25,6,total number relevant documents
5065,00:13:33,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And, this will basically ,compute the area, and the needs occur.",00:13:29,6,And basically compute area needs occur
5066,00:13:40,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And, this is the standard method, used for evaluating a ranked list.",00:13:33,6,And standard method used evaluating ranked list
5067,00:13:44,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Note that, it actually combines recall and, precision.",00:13:41,6,Note actually combines recall precision
5068,00:13:49,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"But first, you know, we have precision numbers here, but secondly,",00:13:44,6,But first know precision numbers secondly
5069,00:13:53,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"we also consider recall, because if missed many, there would be many zeros here.",00:13:49,6,also consider recall missed many would many zeros
5070,00:13:57,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"All right, so, it combines precision and recall.",00:13:53,6,All right combines precision recall
5071,00:14:02,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And furthermore, you can see this measure is sensitive to a small change",00:13:57,6,And furthermore see measure sensitive small change
5072,00:14:04,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,of a position of a relevant document.,00:14:02,6,position relevant document
5073,00:14:09,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Let's say, if I move this relevant document up a little bit, now,",00:14:04,6,Let say I move relevant document little bit
5074,00:14:12,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"it would increase this means, this average precision.",00:14:09,6,would increase means average precision
5075,00:14:17,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"Whereas, if I move any relevant document, down, let's say, I move this relevant",00:14:12,6,Whereas I move relevant document let say I move relevant
5076,00:14:23,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"document down, then it would decrease, uh,the average precision.",00:14:17,6,document would decrease uh average precision
5077,00:14:25,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"So, this is a very good,",00:14:23,6,So good
5078,00:14:30,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,because it's a very sensitive to the ranking of every relevant document.,00:14:25,6,sensitive ranking every relevant document
5079,00:14:34,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"It can tell, small differences between two ranked lists.",00:14:30,6,It tell small differences two ranked lists
5080,00:14:35,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,"And, that is what we want,",00:14:34,6,And want
5081,00:14:40,3,Evaluation of TR Systems- Evaluating Ranked Lists Part 1,2.6,sometimes one algorithm only works slightly better than another.,00:14:35,6,sometimes one algorithm works slightly better another
